genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PQ707593.1	A.1.NmC7	A.1.NmC7 + A.1.NmC5 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ707593.1
PV323888.1	A.1.NmC7	A.1.NmC9 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PV323888.1
PQ707625.1	A.1.NmC7	A.1.NmC7 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ707625.1
PQ707641.1	A.1.NmC7	A.1.NmC7 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ707641.1
PQ710993.1	A.1.NmC7	A.1.NmC7 + A.1.NmC13 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ710993.1
PQ715889.1	A.1.NmC7	A.1.NmC7 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ715889.1
PQ716873.1	A.1.NmC7	A.1.NmC7 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ716873.1
PQ720265.1	A.1.NmC7	A.1.NmC7 + A.1.NmC6	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ720265.1
PQ708329.1	A.1.NmC7	A.1.NmC9 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ708329.1
PQ715913.1	A.1.NmC7	A.1.NmC7 + A.1 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ715913.1
PQ711009.1	A.1.NmC7	A.1.NmC7 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ711009.1
PQ714729.1	A.1.NmC7	A.1.NmC7 + A.1.NmC5 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ714729.1
PV305184.1	A.1.NmC7	A.1.NmC7 + A.1.NmC8 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PV305184.1
PQ715937.1	A.1.NmC7	A.1.NmC7 + A.1.NmC4 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ715937.1
PQ717217.1	A.1.NmC7	A.1.NmC7 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ717217.1
PQ118638.1	A.1.NmC7	A.1.NmC7 + A.1.NmC9 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ118638.1
PQ710577.1	A.1.NmC7	A.1.NmC7 + A.1.NmC9 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ710577.1
PQ710193.1	A.1.NmC7	A.1.NmC7 + A.1 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ710193.1
PP748215.1	A.1.NmC7	A.1.NmC9 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PP748215.1
PQ827909.1	A.1.NmC7	A.1.NmC9 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_4_A.1.NmC7_PQ827909.1
PQ833365.1	A.1.NmC2	A.1.NmC7 + A.1.NmC2	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_5_A.1.NmC2_PQ833365.1
PV456632.1	A.1.NmC2	A.1.NmC9 + A.1.NmC2	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_5_A.1.NmC2_PV456632.1
PQ773307.1	A.1.NmC2	A.1.NmC2 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_5_A.1.NmC2_PQ773307.1
PV161471.1	A.1.NmC2	A.1.NmC2 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_5_A.1.NmC2_PV161471.1
PQ830333.1	A.1.NmC2	A.1.NmC2 + A.1.NmC7 + A.1.NmC2	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_5_A.1.NmC2_PQ830333.1
PV218897.1	A.1.NmC2	A.1.NmC13 + A.1.NmC2	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_5_A.1.NmC2_PV218897.1
PQ712201.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ712201.1
PQ712209.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ712209.1
PQ714753.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ714753.1
PV322208.1	A.1.NmC1	A.1.NmC1 + A.1.NmC5 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV322208.1
PV322216.1	A.1.NmC1	A.1.NmC1 + A.1.NmC5 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV322216.1
PV324464.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV324464.1
PV301505.1	A.1.NmC1	A.1.NmC1 + A.1.NmC8 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV301505.1
PQ109711.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ109711.1
PV319656.1	A.1.NmC1	A.1.NmC1 + A.1.NmC8 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV319656.1
PP576926.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP576926.1
PV317504.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV317504.1
PV317488.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV317488.1
PV026111.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV026111.1
PQ051330.1	A.1.NmC1	A.1.NmC1 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051330.1
PQ827637.1	A.1.NmC1	A.1.NmC1 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ827637.1
PP755390.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP755390.1
PP755406.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP755406.1
PQ827805.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ827805.1
PP752455.1	A.1.NmC1	A.1.NmC1 + A.1.NmC5 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP752455.1
PQ827629.1	A.1.NmC1	A.1.NmC1 + A.1.NmC5 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ827629.1
PP755382.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP755382.1
PP755374.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP755374.1
PQ827781.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ827781.1
PP753101.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753101.1
PP753133.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753133.1
PP756045.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP756045.1
PP577943.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP577943.1
PP753693.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753693.1
PP753701.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753701.1
PP753709.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753709.1
PP753333.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753333.1
PP753341.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753341.1
PP753653.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753653.1
PP753685.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753685.1
PP756069.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP756069.1
PP756077.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP756077.1
PP799693.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP799693.1
PP799701.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP799701.1
PP799709.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP799709.1
PP799725.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP799725.1
PP799733.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP799733.1
PP824554.1	A.1.NmC1	A.1.NmC1 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP824554.1
PP824567.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP824567.1
PQ011691.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ011691.1
PQ832381.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832381.1
PV132398.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV132398.1
PP753141.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PP753141.1
PQ067965.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067965.1
PQ067966.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067966.1
PQ067968.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067968.1
PQ067969.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067969.1
PQ067970.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067970.1
PQ067971.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067971.1
PQ067972.1	A.1.NmC1	A.1.NmC1 + A.1.NmC9 + A.1.NmC1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ067972.1
PQ274814.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ274814.1
PQ274822.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ274822.1
PQ220872.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220872.1
PQ220880.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220880.1
PQ220888.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220888.1
PQ220896.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220896.1
PQ220912.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220912.1
PQ220920.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220920.1
PQ220928.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220928.1
PQ220936.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ220936.1
PQ051450.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051450.1
PQ051458.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051458.1
PQ051466.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051466.1
PQ051474.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051474.1
PQ052138.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ052138.1
PQ589774.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ589774.1
PQ589782.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ589782.1
PQ832493.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832493.1
PQ832501.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832501.1
PQ664057.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664057.1
PQ664065.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664065.1
PQ664073.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664073.1
PQ664081.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664081.1
PQ664089.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664089.1
PQ664097.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664097.1
PQ664105.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664105.1
PQ664113.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664113.1
PQ664121.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664121.1
PQ664129.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664129.1
PQ664137.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664137.1
PQ664145.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664145.1
PQ664153.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ664153.1
PQ832389.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832389.1
PQ832397.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832397.1
PQ832405.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832405.1
PQ832413.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832413.1
PQ832421.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832421.1
PQ832429.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832429.1
PQ832437.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832437.1
PQ832445.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832445.1
PQ832453.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832453.1
PQ832461.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832461.1
PQ832469.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832469.1
PQ832477.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832477.1
PQ832485.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832485.1
PQ011043.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ011043.1
PQ051482.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051482.1
PQ051146.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051146.1
PQ051154.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051154.1
PQ051162.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051162.1
PQ051338.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ051338.1
PQ052338.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ052338.1
PQ052346.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ052346.1
PQ052354.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ052354.1
PQ109687.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ109687.1
PQ109695.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ109695.1
PQ109383.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ109383.1
PQ168076.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ168076.1
PQ168100.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ168100.1
PQ377791.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377791.1
PQ379399.1	A.1.NmC1	A.1.NmC4 + A.1.NmC1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ379399.1
PQ377823.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377823.1
PQ377831.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377831.1
PQ377839.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377839.1
PQ377847.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377847.1
PQ377855.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377855.1
PQ377863.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377863.1
PQ377871.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377871.1
PQ377879.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377879.1
PQ377887.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377887.1
PQ377911.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377911.1
PQ377919.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377919.1
PQ377927.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ377927.1
PQ378015.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378015.1
PQ378023.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378023.1
